Symbol,Name,Market Cap,Country,Volume,Sector,Industry
AACG,ATA Creativity Global American Depositary Shares,54909610,China,10120,Miscellaneous,Service to the Health Industry
AADI,Aadi Bioscience Inc. Common Stock,478682204,United States,277924,Health Care,Biotechnology: Pharmaceutical Preparations
AAL,American Airlines Group Inc. Common Stock,12600632598,United States,21274048,Transportation,Air Freight/Delivery Services
AAME,Atlantic American Corporation Common Stock,81722165,United States,4706,Finance,Life Insurance
AAOI,Applied Optoelectronics Inc. Common Stock,164604811,United States,334141,Technology,Semiconductors
AAON,AAON Inc. Common Stock,4127658802,United States,184640,Capital Goods,Industrial Machinery/Components
AAPL,Apple Inc. Common Stock,2.81E+12,United States,69395360,Technology,Computer Manufacturing
AATC,Autoscope Technologies Corporation Common Stock,37358941,United States,8077,Capital Goods,Industrial Machinery/Components
AAWW,Atlas Air Worldwide Holdings NEW Common Stock,2733884446,United States,240415,Transportation,Transportation Services
ABCB,Ameris Bancorp Common Stock,3704592161,United States,350403,Finance,Major Banks
ABCM,Abcam plc American Depositary Shares,5174930221,United Kingdom,287422,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ABEO,Abeona Therapeutics Inc. Common Stock,77151861,United States,233201,Health Care,Biotechnology: Pharmaceutical Preparations
ABGI,ABG Acquisition Corp. I Class A Ordinary Shares,188879014,United States,162,Finance,Business Services
ABIO,ARCA biopharma Inc. Common Stock,34728445,United States,582423,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ABMD,ABIOMED Inc. Common Stock,15368142172,United States,124672,Health Care,Medical/Dental Instruments
ABNB,Airbnb Inc. Class A Common Stock,1.07E+11,United States,4760122,Capital Goods,Industrial Machinery/Components
ABOS,Acumen Pharmaceuticals Inc. Common Stock,364232907,United States,69216,Health Care,Biotechnology: Pharmaceutical Preparations
ABSI,Absci Corporation Common Stock,1040728145,United States,128264,Health Care,Biotechnology: Pharmaceutical Preparations
ABTX,Allegiance Bancshares Inc. Common Stock,904657406,United States,63599,Finance,Major Banks
ABVC,ABVC BioPharma Inc. Common Stock,90405666,United States,172127,Health Care,Biotechnology: Pharmaceutical Preparations
ACAD,ACADIA Pharmaceuticals Inc. Common Stock,3179753106,United States,676954,Health Care,Biotechnology: Pharmaceutical Preparations
ACBA,Ace Global Business Acquisition Limited Ordinary Shares,61024320,Hong Kong,102,Miscellaneous,Business Services
ACBI,Atlantic Capital Bancshares Inc. Common Stock,596146638,United States,68710,Finance,Major Banks
ACER,Acer Therapeutics Inc. Common Stock (DE),32341151,United States,87948,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ACET,Adicet Bio Inc. Common Stock ,192959806,United States,126558,Health Care,Biotechnology: Pharmaceutical Preparations
ACEV,ACE Convergence Acquisition Corp. Class A Ordinary Shares,286062500,United States,93928,Technology,Semiconductors
ACGL,Arch Capital Group Ltd. Common Stock,16908796606,Bermuda,1333810,Finance,Property-Casualty Insurers
ACHC,Acadia Healthcare Company Inc. Common Stock,5508556480,United States,254586,Health Care,Hospital/Nursing Management
ACHL,Achilles Therapeutics plc American Depositary Shares,210732108,United Kingdom,112485,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ACHV,Achieve Life Sciences Inc. Common Shares,70712494,United States,18812,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ACIU,AC Immune SA Common Stock,388691699,Switzerland,312028,Health Care,Biotechnology: Pharmaceutical Preparations
ACIW,ACI Worldwide Inc. Common Stock,3752721084,United States,356713,Technology,EDP Services
ACLS,Axcelis Technologies Inc. Common Stock,2155938596,United States,246470,Technology,Industrial Machinery/Components
ACMR,ACM Research Inc. Class A Common Stock,1732881871,United States,231304,Technology,Industrial Machinery/Components
ACNB,ACNB Corporation Common Stock,255548137,United States,9237,Finance,Major Banks
ACOR,Acorda Therapeutics Inc. Common Stock,34614928,United States,236935,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ACQR,Independence Holdings Corp. Class A Ordinary Share,606689234,United States,2422,Finance,Business Services
ACRS,Aclaris Therapeutics Inc. Common Stock,820446262,United States,245338,Health Care,Biotechnology: Pharmaceutical Preparations
ACRX,AcelRx Pharmaceuticals Inc. Common Stock,80778681,United States,608299,Consumer Durables,Specialty Chemicals
ACT,Enact Holdings Inc. Common Stock,3523864287,United States,158529,Finance,Specialty Insurers
ACTG,Acacia Research Corporation (Acacia Tech) Common Stock,264324571,United States,184719,Miscellaneous,Multi-Sector Companies
ACVA,ACV Auctions Inc. Class A Common Stock,3349531429,United States,690542,Technology,EDP Services
ACXP,Acurx Pharmaceuticals Inc. Common Stock,49137960,United States,14945,Health Care,Biotechnology: Pharmaceutical Preparations
ADAG,Adagene Inc. American Depositary Shares,490237947,China,17779,Health Care,Biotechnology: Pharmaceutical Preparations
ADAP,Adaptimmune Therapeutics plc American Depositary Shares,668553377,United Kingdom,597823,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADBE,Adobe Inc. Common Stock,3.18E+11,United States,2426168,Technology,Computer Software: Prepackaged Software
ADES,Advanced Emissions Solutions Inc. Common Stock,125830484,United States,90237,Basic Industries,Industrial Specialties
ADGI,Adagio Therapeutics Inc. Common Stock,2083743592,United States,259890,Health Care,Biotechnology: Pharmaceutical Preparations
ADI,Analog Devices Inc. Common Stock,3.92E+11,United States,2914328,Technology,Semiconductors
ADIL,Adial Pharmaceuticals Inc Common Stock,60846466,United States,269426,Health Care,Biotechnology: Pharmaceutical Preparations
ADMA,ADMA Biologics Inc Common Stock,293720726,United States,1234138,Health Care,Biotechnology: Pharmaceutical Preparations
ADMP,Adamis Pharmaceuticals Corporation Common Stock,121848418,United States,1700596,Health Care,Biotechnology: Pharmaceutical Preparations
ADMS,Adamas Pharmaceuticals Inc. Common Stock,376368852,United States,3151400,Health Care,Biotechnology: Pharmaceutical Preparations
ADOC,Edoc Acquisition Corp. Class A Ordinary Share,120164720,United States,20,Finance,Business Services
ADP,Automatic Data Processing Inc. Common Stock,98759777924,United States,1511075,Miscellaneous,Business Services
ADPT,Adaptive Biotechnologies Corporation Common Stock,3979918001,United States,857114,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ADSK,Autodesk Inc. Common Stock,56479578293,United States,10900348,Technology,Computer Software: Prepackaged Software
ADTN,ADTRAN Inc. Common Stock,1049053763,United States,301174,Capital Goods,Telecommunications Equipment
ADTX,Aditxt Inc. Common Stock,29080454,United States,596334,Consumer Durables,Specialty Chemicals
ADUS,Addus HomeCare Corporation Common Stock,1593059648,United States,116780,Health Care,Medical/Nursing Services
ADV,Advantage Solutions Inc. Class A Common Stock,2593188827,United States,373943,Technology,Advertising
ADVM,Adverum Biotechnologies Inc. Common Stock,199248743,United States,514781,Health Care,Biotechnology: Pharmaceutical Preparations
ADXN,Addex Therapeutics Ltd American Depositary Shares,41635736,Switzerland,5267,Health Care,Biotechnology: Pharmaceutical Preparations
ADXS,Advaxis Inc. Common Stock,58502969,United States,5490829,Health Care,Biotechnology: Pharmaceutical Preparations
AEAC,Authentic Equity Acquisition Corp. Class A ordinary share,293100000,United States,10076,Finance,Business Services
AEHL,Antelope Enterprise Holdings Limited Common Stock (0.024 par),16082365,China,80415,Capital Goods,Building Products
AEHR,Aehr Test Systems Common Stock,475637034,United States,1044246,Capital Goods,Electrical Products
AEI,Alset EHome International Inc. Common Stock,72697629,United States,1004888,Consumer Services,Building operators
AEIS,Advanced Energy Industries Inc. Common Stock,3443004639,United States,406636,Consumer Durables,Electrical Products
AEMD,Aethlon Medical Inc. Common Stock,41418734,United States,133361,Miscellaneous,Diversified Commercial Services
AEP,American Electric Power Company Inc. Common Stock,41607370740,United States,2539228,Public Utilities,Electric Utilities: Central
AERI,Aerie Pharmaceuticals Inc. Common Stock,480678818,United States,736329,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AESE,Allied Esports Entertainment Inc. Common Stock,73978204,United States,1676825,Consumer Services,Television Services
AEY,ADDvantage Technologies Group Inc. Common Stock,24522289,United States,18982,Capital Goods,Recreational Products/Toys
AEYE,AudioEye Inc. Common Stock,89926824,United States,30681,Technology,EDP Services
AFBI,Affinity Bancshares Inc. Common Stock (MD),102745878,United States,3183,Finance,Major Banks
AFCG,AFC Gamma Inc. Common Stock,383281948,United States,140692,Consumer Services,Real Estate Investment Trusts
AFIB,Acutus Medical Inc. Common Stock,96158141,United States,396004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AFIN,American Finance Trust Inc. Class A Common Stock,1037454382,United States,476791,Consumer Services,Real Estate Investment Trusts
AFMD,Affimed N.V.,846965957,Germany,2607660,Health Care,Biotechnology: Pharmaceutical Preparations
AFRM,Affirm Holdings Inc. Class A Common Stock,37303485302,United States,6541507,Technology,EDP Services
AFYA,Afya Limited Class A Common Shares,1243310865,Brazil,447260,Consumer Services,Other Consumer Services
AGBA,AGBA Acquisition Limited Ordinary Share,58986116,Hong Kong,148,Finance,Business Services
AGEN,Agenus Inc. Common Stock,857816141,United States,2298336,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AGFY,Agrify Corporation Common Stock,339910212,United States,759136,Consumer Services,Military/Government/Technical
AGGR,Agile Growth Corp. Class A Ordinary Share,378971125,United States,114,Finance,Business Services
AGIL,AgileThought Inc. Class A Common Stock,433979261,United States,17196,Technology,EDP Services
AGIO,Agios Pharmaceuticals Inc. Common Stock,2022990657,United States,564097,Health Care,Biotechnology: Pharmaceutical Preparations
AGLE,Aeglea BioTherapeutics Inc. Common Stock,325511723,United States,64274,Health Care,Biotechnology: Pharmaceutical Preparations
AGMH,AGM Group Holdings Inc. Class A Ordinary Shares,288043818,Hong Kong,51871,Technology,EDP Services
AGNC,AGNC Investment Corp. Common Stock,8414281363,United States,4984620,Consumer Services,Real Estate Investment Trusts
AGRX,Agile Therapeutics Inc. Common Stock,72594828,United States,1097923,Health Care,Biotechnology: Pharmaceutical Preparations
AGTC,Applied Genetic Technologies Corporation Common Stock,104587067,United States,384468,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AGYS,Agilysys Inc. Common Stock,1108489934,United States,23515,Technology,Computer Software: Prepackaged Software
AHCO,AdaptHealth Corp. Common Stock,2957653241,United States,580032,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AHPI,Allied Healthcare Products Inc. Common Stock,21592829,United States,76626,Health Care,Industrial Specialties
AIH,Aesthetic Medical International Holdings Group Ltd. American Depositary Shares,83147165,China,15458,Health Care,Medical Specialities
AIHS,Senmiao Technology Limited Common Stock,24393671,China,415689,Finance,Finance: Consumer Services
AIKI,AIkido Pharma Inc. Common Stock,67888628,United States,802971,Consumer Durables,Specialty Chemicals
AIMC,Altra Industrial Motion Corp. Common Stock,3882193575,United States,113551,Capital Goods,Industrial Machinery/Components
AINV,Apollo Investment Corporation Common Stock,842402316,United States,220558,Finance,Finance/Investors Services
AIP,Arteris Inc. Common Stock,726848915,United States,150428,Technology,Semiconductors
AIRG,Airgain Inc. Common Stock,96610882,United States,58057,Technology,Radio And Television Broadcasting And Communications Equipment
AIRS,AirSculpt Technologies Inc. Common Stock,780074959,United States,114280,Health Care,Hospital/Nursing Management
AIRT,Air T Inc. Common Stock,81124162,United States,1167,Transportation,Air Freight/Delivery Services
AKAM,Akamai Technologies Inc. Common Stock,18322860127,United States,1096461,Miscellaneous,Business Services
AKBA,Akebia Therapeutics Inc. Common Stock,488139552,United States,2172172,Health Care,Biotechnology: Pharmaceutical Preparations
AKIC,Sports Ventures Acquisition Corp. Class A Ordinary Shares,289100300,United States,82,Finance,Business Services
AKRO,Akero Therapeutics Inc. Common Stock,773822538,United States,348947,Health Care,Biotechnology: Pharmaceutical Preparations
AKTS,Akoustis Technologies Inc. Common Stock,354947030,United States,609166,Public Utilities,Telecommunications Equipment
AKTX,Akari Therapeutics plc ADS,79963496,United Kingdom,92807,Health Care,Biotechnology: Pharmaceutical Preparations
AKUS,Akouos Inc. Common Stock,278020802,United States,68298,Consumer Durables,Specialty Chemicals
AKYA,Akoya BioSciences Inc. Common Stock,490027029,United States,150091,Capital Goods,Medical Specialities
ALAC,Alberton Acquisition Corporation Ordinary Shares,51969380,Hong Kong,1039,Basic Industries,Engineering & Construction
ALBO,Albireo Pharma Inc. Common Stock,485628790,United States,137176,Health Care,Biotechnology: Pharmaceutical Preparations
ALDX,Aldeyra Therapeutics Inc. Common Stock,460089472,United States,427902,Health Care,Biotechnology: Pharmaceutical Preparations
ALEC,Alector Inc. Common Stock,1729555344,United States,339685,Health Care,Biotechnology: Pharmaceutical Preparations
ALF,ALFI Inc. Common Stock,69064363,United States,322844,Technology,EDP Services
ALGM,Allegro MicroSystems Inc. Common Stock,5994600580,United States,303610,Technology,Semiconductors
ALGN,Align Technology Inc. Common Stock,51506824671,United States,528003,Health Care,Industrial Specialties
ALGS,Aligos Therapeutics Inc. Common Stock,694643913,United States,115502,Health Care,Biotechnology: Pharmaceutical Preparations
ALGT,Allegiant Travel Company Common Stock,3356539314,United States,86257,Transportation,Air Freight/Delivery Services
ALHC,Alignment Healthcare Inc. Common Stock,3503463142,United States,1203807,Health Care,Medical Specialities
ALIM,Alimera Sciences Inc. Common Stock,40171912,United States,20493,Health Care,Biotechnology: Pharmaceutical Preparations
ALJJ,ALJ Regional Holdings Inc. Common Stock,52054889,United States,55648,Miscellaneous,Business Services
ALKS,Alkermes plc Ordinary Shares,3699818797,Ireland,773913,Health Care,Biotechnology: Pharmaceutical Preparations
ALKT,Alkami Technology Inc. Common Stock,2393214209,United States,421493,Technology,EDP Services
ALLK,Allakos Inc. Common Stock,4411332642,United States,192026,Health Care,Biotechnology: Pharmaceutical Preparations
ALLO,Allogene Therapeutics Inc. Common Stock,2660772562,United States,423695,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALLT,Allot Ltd. Ordinary Shares,426675144,Israel,113784,Public Utilities,Telecommunications Equipment
ALNA,Allena Pharmaceuticals Inc. Common Stock,61424625,United States,1033292,Health Care,Biotechnology: Pharmaceutical Preparations
ALNY,Alnylam Pharmaceuticals Inc. Common Stock,22580702218,United States,273187,Health Care,Biotechnology: Pharmaceutical Preparations
ALOT,AstroNova Inc. Common Stock,128325666,United States,2694,Technology,Computer peripheral equipment
ALPN,Alpine Immune Sciences Inc. Common Stock,350642112,United States,52561,Health Care,Biotechnology: Pharmaceutical Preparations
ALPP,Alpine 4 Holdings Inc. Class A Common Stock,462822114,United States,1045438,Capital Goods,Metal Fabrications
ALRM,Alarm.com Holdings Inc. Common Stock,4106958498,United States,208197,Technology,Computer Software: Prepackaged Software
ALRN,Aileron Therapeutics Inc. Common Stock,60820170,United States,709286,Health Care,Biotechnology: Pharmaceutical Preparations
ALRS,Alerus Financial Corporation Common Stock,566145733,United States,17757,Finance,Commercial Banks
ALT,Altimmune Inc. Common Stock,414473859,United States,325908,Health Care,Biotechnology: Pharmaceutical Preparations
ALTM,Altus Midstream Company Class A Common Stock,269070757,United States,127967,Energy,Oil & Gas Production
ALTO,Alto Ingredients Inc. Common Stock,377833977,United States,878594,Basic Industries,Industrial Specialties
ALTR,Altair Engineering Inc. Class A Common Stock,5967781451,United States,169003,Technology,Computer Software: Prepackaged Software
ALVR,AlloVir Inc. Common Stock,1180064294,United States,154508,Health Care,Biotechnology: Pharmaceutical Preparations
ALXO,ALX Oncology Holdings Inc. Common Stock,1470943220,United States,138398,Health Care,Biotechnology: Pharmaceutical Preparations
ALZN,Alzamend Neuro Inc. Common Stock,205924223,United States,3898102,Consumer Durables,Specialty Chemicals
AMAL,Amalgamated Financial Corp. Common Stock (DE),565652538,United States,31685,Finance,Commercial Banks
AMAT,Applied Materials Inc. Common Stock,1.35E+11,United States,6184410,Capital Goods,Industrial Machinery/Components
AMBA,Ambarella Inc. Ordinary Shares,6643771090,United States,292565,Technology,Semiconductors
AMCX,AMC Networks Inc. Class A Common Stock,1741635354,United States,409303,Consumer Services,Broadcasting
AMD,Advanced Micro Devices Inc. Common Stock,1.91E+11,United States,60622159,Technology,Semiconductors
AMED,Amedisys Inc Common Stock,5166180266,United States,300870,Health Care,Medical/Nursing Services
AMEH,Apollo Medical Holdings Inc. Common Stock,5460471910,United States,306710,Health Care,Managed Health Care
AMGN,Amgen Inc. Common Stock,1.15E+11,United States,1699089,Health Care,Biotechnology: Pharmaceutical Preparations
AMKR,Amkor Technology Inc. Common Stock,5690099798,United States,803187,Technology,Semiconductors
AMNB,American National Bankshares Inc. Common Stock,416597837,United States,5678,Finance,Major Banks
AMOT,Allied Motion Technologies Inc.,594760366,United States,14597,Capital Goods,Electrical Products
AMPG,Amplitech Group Inc. Common Stock,34568709,United States,257143,Capital Goods,Industrial Machinery/Components
AMPH,Amphastar Pharmaceuticals Inc. Common Stock,1001004113,United States,121263,Health Care,Biotechnology: Pharmaceutical Preparations
AMPL,Amplitude Inc. Class A Common Stock,7354794911,United States,910633,Technology,EDP Services
AMRK,A-Mark Precious Metals Inc. Common Stock,796804601,United States,58331,Finance,Investment Bankers/Brokers/Service
AMRN,Amarin Corporation plc,1523929665,Ireland,2351726,Health Care,Biotechnology: Pharmaceutical Preparations
AMRS,Amyris Inc. Common Stock,2139177820,United States,7956812,Basic Industries,Industrial Specialties
AMSC,American Superconductor Corporation Common Stock,388448880,United States,103617,Capital Goods,Office Equipment/Supplies/Services
AMSF,AMERISAFE Inc. Common Stock,1082644259,United States,48148,Finance,Accident &Health Insurance
AMST,Amesite Inc. Common Stock,29460810,United States,101373,Technology,Computer Software: Prepackaged Software
AMSWA,American Software Inc. Class A Common Stock,788265973,United States,180057,Technology,Computer Software: Prepackaged Software
AMTB,Amerant Bancorp Inc. Class A Common Stock,1149821121,United States,43722,Finance,Major Banks
AMTI,Applied Molecular Transport Inc. Common Stock,730917295,United States,188473,Consumer Durables,Specialty Chemicals
AMTX,Aemetis Inc. Common Stock,616469962,United States,409901,Energy,Oilfield Services/Equipment
AMWD,American Woodmark Corporation Common Stock,1131943113,United States,89364,Consumer Durables,Building Products
AMYT,Amryt Pharma plc American Depositary Shares,624550262,United Kingdom,332711,Health Care,Biotechnology: Pharmaceutical Preparations
AMZN,Amazon.com Inc. Common Stock,1.82E+12,United States,2321529,Consumer Services,Catalog/Specialty Distribution
ANAB,AnaptysBio Inc. Common Stock,874751920,United States,129520,Health Care,Biotechnology: Pharmaceutical Preparations
ANAT,American National Group Inc. Common Stock,5104534920,United States,76537,Finance,Life Insurance
ANDE,Andersons Inc. (The) Common Stock,1223267924,United States,65694,Consumer Non-Durables,Tobacco
ANEB,Anebulo Pharmaceuticals Inc. Common Stock,155241371,United States,679,Health Care,Biotechnology: Pharmaceutical Preparations
ANGI,Angi Inc. Class A Common Stock,4873211731,United States,1464385,Technology,EDP Services
ANGN,Angion Biomedica Corp. Common Stock,119226802,United States,112951,Health Care,Biotechnology: Pharmaceutical Preparations
ANGO,AngioDynamics Inc. Common Stock,1115065021,United States,154627,Health Care,Medical/Dental Instruments
ANIK,Anika Therapeutics Inc. Common Stock,585699881,United States,28513,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ANIP,ANI Pharmaceuticals Inc.,598999666,United States,142856,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ANIX,Anixa Biosciences Inc. Common Stock,120698117,United States,51685,Health Care,Medical Specialities
ANNX,Annexon Inc. Common Stock,561040249,United States,137874,Health Care,Biotechnology: Pharmaceutical Preparations
ANPC,AnPac Bio-Medical Science Co. Ltd. American Depositary Shares,19602380,China,324256,Health Care,Medical Specialities
ANSS,ANSYS Inc. Common Stock,34033013148,United States,401638,Technology,Computer Software: Prepackaged Software
ANTE,AirNet Technology Inc. American Depositary Shares,38260086,China,57496,Technology,Advertising
AOSL,Alpha and Omega Semiconductor Limited Common Shares,1203078642,Bermuda,266736,Technology,Semiconductors
APA,APA Corporation Common Stock,10393276550,United States,8529809,Energy,Oil & Gas Production
APDN,Applied DNA Sciences Inc. Common Stock,36457404,United States,74119,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
APEI,American Public Education Inc. Common Stock,401311718,United States,147042,Miscellaneous,Other Consumer Services
APEN,Apollo Endosurgery Inc. Common Stock,331737218,United States,156938,Health Care,Industrial Specialties
API,Agora Inc. American Depositary Shares,2367237175,China,1885289,Technology,Computer Software: Prepackaged Software
APLS,Apellis Pharmaceuticals Inc. Common Stock,4323002149,United States,828269,Health Care,Biotechnology: Pharmaceutical Preparations
APLT,Applied Therapeutics Inc. Common Stock,291254361,United States,91936,Health Care,Biotechnology: Pharmaceutical Preparations
APM,Aptorum Group Limited Class A Ordinary Shares,66622049,Hong Kong,187195,Health Care,Biotechnology: Pharmaceutical Preparations
APP,Applovin Corporation Class A Common Stock,35296524248,United States,863903,Technology,EDP Services
APPF,AppFolio Inc. Class A Common Stock,4323092243,United States,123023,Technology,EDP Services
APPH,AppHarvest Inc. Common Stock,540749302,United States,730261,,Farming/Seeds/Milling
APPN,Appian Corporation Class A Common Stock,5406366015,United States,602275,Technology,EDP Services
APPS,Digital Turbine Inc. Common Stock,5443891037,United States,2072255,Technology,Computer Software: Prepackaged Software
APR,Apria Inc. Common Stock,1098912306,United States,274667,Health Care,Medical/Dental Instruments
APRE,Aprea Therapeutics Inc. Common stock,92300102,United States,367983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
APTX,Aptinyx Inc. Common Stock,163194880,United States,106370,Health Care,Biotechnology: Pharmaceutical Preparations
APVO,Aptevo Therapeutics Inc. Common Stock,58531506,United States,24699317,Health Care,Biotechnology: Pharmaceutical Preparations
APWC,Asia Pacific Wire & Cable Corporation Ltd. Ordinary Shares (Bermuda),38833270,Taiwan,54637,Basic Industries,Telecommunications Equipment
APYX,Apyx Medical Corporation Common Stock,543661563,United States,127801,Health Care,Medical/Dental Instruments
AQMS,Aqua Metals Inc. Common Stock,121505049,United States,419681,Public Utilities,Environmental Services
AQST,Aquestive Therapeutics Inc. Common Stock,250623535,United States,596848,Health Care,Biotechnology: Pharmaceutical Preparations
ARAV,Aravive Inc. Common Stock,73407247,United States,79774,Health Care,Biotechnology: Pharmaceutical Preparations
ARAY,Accuray Incorporated Common Stock,480961383,United States,955686,Health Care,Medical/Dental Instruments
ARCB,ArcBest Corporation Common Stock,2808682369,United States,185770,Transportation,Trucking Freight/Courier Services
ARCC,Ares Capital Corporation Common Stock,9505353762,United States,1345839,Finance,Finance/Investors Services
ARCE,Arco Platform Limited Class A Common Shares,1129501055,Brazil,159763,Miscellaneous,Service to the Health Industry
ARCT,Arcturus Therapeutics Holdings Inc. Common Stock,949242361,Israel,439227,Health Care,Biotechnology: Pharmaceutical Preparations
ARDS,Aridis Pharmaceuticals Inc. Common Stock,32464823,United States,26310,Health Care,Biotechnology: Pharmaceutical Preparations
ARDX,Ardelyx Inc. Common Stock,104242555,United States,1380751,Health Care,Biotechnology: Pharmaceutical Preparations
ARGX,argenx SE American Depositary Shares,14265024465,Netherlands,157983,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ARHS,Arhaus Inc. Class A Common Stock,1407635331,United States,294110,Consumer Durables,Wholesale Distributors
ARKO,ARKO Corp. Common Stock,1276629279,United States,282633,Consumer Services,Food Chains
ARKR,Ark Restaurants Corp. Common Stock,61370888,United States,5454,Consumer Services,Restaurants
ARLP,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,1348269321,United States,595987,Energy,Coal Mining
ARNA,Arena Pharmaceuticals Inc. Common Stock,3615917924,United States,286370,Health Care,Biotechnology: Pharmaceutical Preparations
AROW,Arrow Financial Corporation Common Stock,590302461,United States,7724,Finance,Major Banks
ARQT,Arcutis Biotherapeutics Inc. Common Stock,891735279,United States,326146,Health Care,Biotechnology: Pharmaceutical Preparations
ARRY,Array Technologies Inc. Common Stock,3197437939,United States,1066370,Technology,Semiconductors
ARTA,Artisan Acquisition Corp. Class A Ordinary Shares ,434346973,Cayman Islands,300852,Finance,Business Services
ARTL,Artelo Biosciences Inc. Common Stock,17657712,United States,2836739,Health Care,Biotechnology: Pharmaceutical Preparations
ARTNA,Artesian Resources Corporation Class A Common Stock,420367055,United States,10296,Public Utilities,Water Supply
ARTW,Art's-Way Manufacturing Co. Inc. Common Stock,16503658,United States,3288,Capital Goods,Industrial Machinery/Components
ARVL,Arrival Ordinary Shares,5925119307,Luxembourg,6487201,Capital Goods,Auto Manufacturing
ARVN,Arvinas Inc. Common Stock,4137206221,United States,303427,Health Care,Biotechnology: Pharmaceutical Preparations
ARWR,Arrowhead Pharmaceuticals Inc. Common Stock,7719355314,United States,590632,Health Care,Biotechnology: Pharmaceutical Preparations
ARYD,ARYA Sciences Acquisition Corp IV Class A Odinary Shares,191289405,United States,472,Finance,Business Services
ASLE,AerSale Corporation Common Stock,793080578,United States,178173,Transportation,Aerospace
ASLN,ASLAN Pharmaceuticals Limited American Depositary Shares,103729646,Singapore,158502,Health Care,Biotechnology: Pharmaceutical Preparations
ASMB,Assembly Biosciences Inc. Common Stock,111039091,United States,6467346,Health Care,Biotechnology: Pharmaceutical Preparations
ASML,ASML Holding N.V. New York Registry Shares,3.32E+11,Netherlands,1246101,Technology,Industrial Machinery/Components
ASND,Ascendis Pharma A/S American Depositary Shares,8383207593,Denmark,114299,Health Care,Biotechnology: Pharmaceutical Preparations
ASO,Academy Sports and Outdoors Inc. Common Stock,4192621629,United States,4535500,Consumer Non-Durables,Recreational Products/Toys
ASPC,Alpha Capital Acquisition Company One Class A Ordinary Share,283762500,United States,16219,Finance,Business Services
ASPS,Altisource Portfolio Solutions S.A. Common Stock,196259346,Luxembourg,22425,Finance,Finance: Consumer Services
ASPU,Aspen Group Inc. Common Stock,80976374,United States,213070,Miscellaneous,Other Consumer Services
ASRT,Assertio Holdings Inc. Common Stock,63157230,United States,1158254,Health Care,Biotechnology: Pharmaceutical Preparations
ASRV,AmeriServ Financial Inc. Common Stock,67642740,United States,10723,Finance,Major Banks
ASTC,Astrotech Corporation (DE) Common Stock,40893998,United States,332715,Capital Goods,Aerospace
ASTE,Astec Industries Inc. Common Stock,1552322915,United States,70795,Capital Goods,Construction/Ag Equipment/Trucks
ASTS,AST SpaceMobile Inc. Class A Common Stock,563338655,United States,787018,Consumer Services,Telecommunications Equipment
ASUR,Asure Software Inc Common Stock,169532667,United States,71280,Technology,EDP Services
ASYS,Amtech Systems Inc. Common Stock,149104313,United States,82820,Technology,Semiconductors
ATCX,Atlas Technical Consultants Inc. Class A Common Stock,335825958,United States,64700,Consumer Services,Military/Government/Technical
ATEC,Alphatec Holdings Inc. Common Stock,1118039653,United States,3757042,Health Care,Medical/Dental Instruments
ATER,Aterian Inc. Common Stock,289590575,United States,12575612,Capital Goods,Industrial Machinery/Components
ATEX,Anterix Inc. Common Stock,1129718986,United States,816911,Consumer Services,Telecommunications Equipment
ATHA,Athira Pharma Inc. Common Stock,540096964,United States,390432,Consumer Durables,Specialty Chemicals
ATHE,Alterity Therapeutics Limited American Depositary Shares,41719159,Australia,113029,Health Care,Biotechnology: Pharmaceutical Preparations
ATHX,Athersys Inc. Common Stock,244644657,United States,1761314,Health Care,Biotechnology: Pharmaceutical Preparations
ATIF,ATIF Holdings Limited Ordinary Shares,35271352,China,12160,Consumer Services,Professional Services
ATLC,Atlanticus Holdings Corporation Common Stock,978080832,United States,81742,Finance,Finance: Consumer Services
ATLO,Ames National Corporation Common Stock,225122055,United States,5172,Finance,Major Banks
ATNF,180 Life Sciences Corp. Common Stock,108824000,United States,777703,Health Care,Biotechnology: Pharmaceutical Preparations
ATNI,ATN International Inc. Common Stock,685328128,United States,23056,Public Utilities,Telecommunications Equipment
ATNX,Athenex Inc. Common Stock,202240222,United States,606007,Health Care,Biotechnology: Pharmaceutical Preparations
ATOM,Atomera Incorporated Common Stock,558568017,United States,212023,Technology,Semiconductors
